游戏名称,游戏URL,AppID,原价,折扣价,基本好评率,详细好评率,基本标签,详细标签,基本发布时间,详细发布日期,游戏描述,开发商,发行商
Ghostrunner - 幽灵行者,https://store.steampowered.com/app/1139900/Ghostrunner/?snr=1_7_7_7000_150_32,1139900,,,91.0,89.0,[],"['未来', '好评原声音轨', '忍者', '动作', '快节奏', '射击', '单人', '第一人称', '剑术', '动作冒险', '科幻', '格斗', '赛博朋克', '后末日', '暴力', '策略', '战斗', '冒险', '困难', '砍杀']",2020-10-27,2020-10-27,Ghostrunner提供了独特的单玩家游戏体验：快节奏的暴力战斗，以及将科幻故事与世界末日主题相融合的原生环境。它讲述了一个已终结的世界，以及在其中为生存而战的居民的故事。,未知,505 Games
Country Pack - Hearts of Iron IV: Graveyard of Empires,https://store.steampowered.com/app/3152790/Country_Pack__Hearts_of_Iron_IV_Graveyard_of_Empires/?snr=1_7_7_7000_150_32,3152790,,,15.0,13.0,[],"['即时战略', '大战略', '二战', '模拟', '动作', '多人', '竞技', '单人', '战术', '合作', '开放世界', '战争', '架空历史', '沙盒', '军事', '外交', '策略角色扮演', '即时含暂停', '策略', '历史']",2025-03-04,2025-03-04,未知,未知,Paradox Interactive
七龙珠 破界斗士,https://store.steampowered.com/app/1276760/_/?snr=1_7_7_7000_150_32,1276760,,,50.0,55.0,[],"['角色自定义', '动漫', '团队导向', '探索', '潜行', '恶人主角', '欢乐', '街机', '动作', '多人', '第三人称', '刷宝', '在线合作', '合作', '休闲', '玩家对战', '破坏', '超级英雄', '生存', '冒险']",2022-10-13,2022-10-13,本作为1对7的线上非对称线上动作游戏。由七龙珠最具代表性的敌对角色弗力札、塞鲁等「侵略者」，与7名不具超凡力量的普通市民「幸存者」间展开的终极脱逃游戏。,未知,Bandai Namco Entertainment
破晓传奇　黎明新程 扩充套组,https://store.steampowered.com/app/2391960/_/?snr=1_7_7_7000_150_32,2391960,,,50.0,50.0,[],"['动作', '动漫', '日系角色扮演', '角色扮演']",2023-11-08,2023-11-08,未知,未知,Bandai Namco Entertainment
The Sims™ 4 Get Famous,https://store.steampowered.com/app/1235720/The_Sims_4_Get_Famous/?snr=1_7_7_7000_150_32,1235720,,,59.0,59.0,[],"['角色自定义', '模拟', '欢乐', '孩童', '爱情', '生活模拟', '自选历险体验', '单人', '冒险', '经典', '剧情丰富', '恋爱模拟', '奇幻']",2020-06-18,2018-11-15,未知,未知,Electronic Arts
The Sims™ 4 来去上班,https://store.steampowered.com/app/1235734/The_Sims_4/?snr=1_7_7_7000_150_32,1235734,,,47.0,47.0,[],"['医疗模拟', '角色自定义', '模拟', '放松', '色情内容', '休闲', '可爱', '生活模拟', '沉浸式模拟', '自选历险体验', '剧情丰富', '恋爱模拟', '建造']",2020-06-18,2015-03-30,未知,未知,Electronic Arts
巫师之昆特牌,https://store.steampowered.com/app/1284410/_/?snr=1_7_7_7000_150_32,1284410,,,85.0,53.0,[],"['色情内容', '好评原声音轨', '氛围', '集换式卡牌游戏', '多人', '卡牌战斗', '角色扮演', '单人', '奇幻', '免费开玩', '休闲', '玩家对战', '卡牌游戏', '回合制', '裸露', '棋盘游戏', '策略', '牌组构建', '困难', '成人']",2020-05-19,2020-05-19,号令《巫师》世界的英雄儿女，征战史诗级 PVP 卡牌战役！,未知,CD PROJEKT RED
The Infected,https://store.steampowered.com/app/1360000/The_Infected/?snr=1_7_7_7000_150_32,1360000,,,85.0,73.0,[],"['制作', '城市营造', '探索', '模拟', '动作', '基地建设', '生存恐怖', '单人', '第一人称', '恐怖', '建造', '采矿', '开放世界', '拟真', '3D', '沙盒', '开放世界生存制作', '生存', '第一人称射击', '抢先体验']",2020-08-06,2020-08-07,The Infected is a survival crafting game set in an open world sandbox. Build your base defend and protect yourself from wildlife and infected Vambies. (Hybrid Vampire-Zombie),未知,DigX Studios
Fishing Planet,https://store.steampowered.com/app/380600/Fishing_Planet/?snr=1_7_7_7000_150_32,380600,,,86.0,84.0,[],"['模拟', '放松', '体育', '大型多人在线角色扮演', '钓鱼', '动作', '多人', '虚拟现实', '单人', '第一人称', '在线合作', '合作', '免费开玩', '开放世界', '拟真', '孩童', '休闲', '农场模拟', '冒险', '大型多人在线']",2017-08-28,2015-08-11,Fishing Planet是一个高度现实的在线第一人称多人钓鱼模拟器。由狂热的钓鱼爱好者开发，为您带来在個人電腦上实际垂钓的全部快感。,未知,Fishing Planet LLC
Euro Truck Simulator 2 - Beyond the Baltic Sea,https://store.steampowered.com/app/925580/Euro_Truck_Simulator_2__Beyond_the_Baltic_Sea/?snr=1_7_7_7000_150_32,925580,,,91.0,91.0,[],"['模拟', '独立', '动作', '多人', '开放世界', '汽车模拟', '拟真', '氛围', '免费开玩', '可模组化', '休闲', '驾驶', '单人', '冒险', '第一人称', '模组', '探索']",2018-11-29,2018-11-29,未知,未知,SCS Software
过山车之星2,https://store.steampowered.com/app/2688950/2/?snr=1_7_7_7000_150_32,2688950,275.0,206.25,64.0,79.0,[],"['上帝模拟', '氛围', '城市营造', '管理', '异步多人', '模拟', '放松', '欢乐', '经济', '彩色', '多人', '单人', '建造', '恐怖', '在线合作', '孩童', '拟真', '3D', '沙盒', '策略']",2024-11-06,2024-11-06,建造和自定义创建惊险刺激的过山车和令人叹为观止的水上滑梯，管理终极主题公园体验，并分享您史诗般的作品。准备好逐浪嬉戏了吗？,未知,Frontier Developments
GRADIUS ORIGINS,https://store.steampowered.com/app/2897590/GRADIUS_ORIGINS/?snr=1_7_7_7000_150_32,2897590,319.0,287.1,,,[],"['清版射击', '街机', '复古', '2D', '动作', '2D 平台', '80 年代', '太空', '射击', '90 年代', '单人', '像素图形']",2025-08-07,2025-08-07,横版飞行射击游戏的巅峰之作《宇宙巡航机》系列最新作《沙罗曼蛇III》将和早期街机版作品一同登场,未知,KONAMI
Go-Go Town!,https://store.steampowered.com/app/2195120/GoGo_Town/?snr=1_7_7_7000_150_32,2195120,149.5,119.60000000000001,93.0,100.0,[],"['角色自定义', '独立', '城市营造', '管理', '模拟', '欢乐', '彩色', '自动化', '生活模拟', '本地多人', '建造', '本地合作', '合作', '孩童', '可爱', '农场模拟', '3D', '沙盒', '策略', '抢先体验']",2024-06-18,2024-06-18,规划、建造……繁荣发展？作为镇长，你的使命是让这座破败的小镇恢复活力。建造商店、雇佣员工、使用快递公司自动送货，并吸引游客光临小镇，同时管理基础设施并避免灾害！是谁说当镇长很轻松……,未知,CULT Games
缄默祸运,https://store.steampowered.com/app/2475490/_/?snr=1_7_7_7000_150_32,2475490,,,96.0,95.0,[],"['血腥', '独立', '悬疑', '黑暗', '惊悚', '氛围', '探索', '超现实', '单人', '第一人称', '恐怖', '复古', '太空', '心理恐怖', '步行模拟', '叙事', '黑色幽默', '心理', '冒险', '剧情丰富']",2024-09-26,2024-09-26,图尔帕号飞船的五名船员被困在空旷的太空中，情况一直在走下坡路。老天对他们弃之不顾。,未知,CRITICAL REFLEX
豪华配乐＆代币包,https://store.steampowered.com/app/2564290/_/?snr=1_7_7_7000_150_32,2564290,,,,,[],"['角色自定义', '机器人', '动漫', '团队导向', '玩家对战环境', '动作', '多人', '第三人称射击', '射击', '第三人称', '单人', '战术', '合作', '免费开玩', '休闲', '玩家对战', '3D', '心理恐怖', '机甲', '军事']",2023-10-26,2023-10-26,未知,未知,Bandai Namco Entertainment Inc.
DJMAX RESPECT V - V EXTENSION IV PACK,https://store.steampowered.com/app/2307471/DJMAX_RESPECT_V__V_EXTENSION_IV_PACK/?snr=1_7_7_7000_150_32,2307471,,,94.0,94.0,[],"['动作', '体育', '休闲']",2023-05-31,2023-05-31,未知,未知,未知
Bad 2 Bad: Apocalypse,https://store.steampowered.com/app/2782610/Bad_2_Bad_Apocalypse/?snr=1_7_7_7000_150_33,2782610,115.0,74.75,77.0,81.0,[],"['角色自定义', '独立', '玩家对战环境', '第三人称射击', '射击', '僵尸', '故事架构丰富', '角色扮演', '单人', '卡通风格', '动作角色扮演', '开放世界', '战争', '后末日', '开放世界生存制作', '枪械改装', '军事', '2D', '生存', '剧情丰富']",2024-10-29,2024-10-29,开放世界生存角色扮演游戏《Bad 2 Bad: Apocalypse》讲述了 Delta Team 和他的战友们努力重建被人类及其种族变成僵尸所摧毁的世界的故事。,未知,DAWINSTONE
忘却前夜,https://store.steampowered.com/app/3052450/_/?snr=1_7_7_7000_150_33,3052450,,,78.0,85.0,[],"['悬疑', '氛围', '洛夫克拉夫特式', '牌组构建式类 Rogue', '多人', '卡牌战斗', '角色扮演', '单人', '恐怖', '类 Rogue', '免费开玩', '玩家对战', '卡牌游戏', '回合制', '轻度 Rogue', '2D', '策略', '冒险', '牌组构建', '剧情丰富']",2024-08-01,2024-08-01,《忘却前夜》是一款克苏鲁题材改编的Roguelite卡牌构筑游戏。你可以构建灵活而丰富的专属牌组，自由选择爬塔或是对战，与疯狂边缘的人形武器一起，在迷雾地图与诡异事件之间，调查这世界正在死去的真相。,未知,B.I.A.V. Studio
崩溃大陆 2,https://store.steampowered.com/app/1401730/_2/?snr=1_7_7_7000_150_33,1401730,,,86.0,82.0,[],"['独立', '制作', '探索', '放松', '欢乐', '彩色', '基地建设', '温馨惬意', '角色扮演', '单人', '建造', '动作角色扮演', '开放世界', '沙盒', '开放世界生存制作', '2D', '俯视', '生存', '冒险', '剧情丰富']",2025-04-10,2025-04-10,在这个热闹而又奇妙的宇宙中，你要依靠机智的头脑，自信的表情，风骚的走位，以及一巴掌一巴掌的努力才能生存下去。砍砍树，种种田，和呆萌古怪的歪星人们打成一片，造出夸张又奇葩的装备，最后再挺直腰板向那些一直欺压我们的大佬们挑战。这就是备受好评的开放世界角色扮演游戏《崩溃大陆》的续作！,未知,Butterscotch Shenanigans
Euro Truck Simulator 2 - Italia,https://store.steampowered.com/app/558244/Euro_Truck_Simulator_2__Italia/?snr=1_7_7_7000_150_33,558244,,,93.0,93.0,[],"['模拟', '独立', '放松', '动作', '多人', '开放世界', '拟真', '免费开玩', '可模组化', '驾驶', '单人', '冒险', '第一人称', '探索']",2017-12-05,2017-12-05,未知,未知,SCS Software
Euro Truck Simulator 2 - Vive la France !,https://store.steampowered.com/app/531130/Euro_Truck_Simulator_2__Vive_la_France/?snr=1_7_7_7000_150_33,531130,,,91.0,91.0,[],"['独立', '好评原声音轨', '探索', '模拟', '放松', '动作', '多人', '驾驶', '单人', '第一人称', 'TrackIR', '在线合作', '免费开玩', '开放世界', '拟真', '孩童', '休闲', '可模组化', '冒险']",2016-12-05,2016-12-05,未知,未知,SCS Software
Doki Doki Literature Club Plus!,https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus/?snr=1_7_7_7000_150_33,1388880,,,96.0,97.0,[],"['血腥', '独立', '动漫', '视觉小说', '色情内容', '爱情', '基于文字', '对话', '自选历险体验', '单人', '多结局', '可爱', '休闲', '心理恐怖', '互动小说', '暴力', '2D', '黑色幽默', '剧情丰富', '恋爱模拟']",2021-06-30,2021-06-30,欢迎加入文学部！在这个广受好评的心理恐怖故事之中，为暗恋对象写诗，尽情体验校园浪漫的恐怖之处吧。,未知,Serenity Forge
The Sims™ 4 Seasons,https://store.steampowered.com/app/1235733/The_Sims_4_Seasons/?snr=1_7_7_7000_150_33,1235733,,,67.0,67.0,[],"['角色自定义', '模拟', '欢乐', '色情内容', '氛围', '沉浸式模拟', '自选历险体验', '单人', '冒险', '经典', '沙盒', '恋爱模拟']",2020-06-18,2018-06-21,未知,未知,Electronic Arts
帕格尼物语,https://store.steampowered.com/app/2155180/_/?snr=1_7_7_7000_150_33,2155180,195.0,156.0,84.0,83.0,[],"['即时战略', '城市营造', '管理', '玩家对战环境', '经济', '基地建设', '多人', '贸易', '殖民模拟', '中世纪', '建造', '奇幻', '在线合作', '合作', '孩童', '程序生成', '3D', '策略', '俯视', '抢先体验']",2023-12-13,2023-12-13,在《帕格尼物语》中，您将探索这片幻想岛屿的一切。通过建造超过40种不同类型的建筑，使用70多种不同类型的物品，管理复杂的生产链，带领您的居民，充分发挥创意打造独特的经济体系。,Top Indie Developers,Envision Entertainment
冰汽时代,https://store.steampowered.com/app/323190/_/?snr=1_7_7_7000_150_33,323190,,,92.0,93.0,[],"['即时战略', '黑暗', '好评原声音轨', '氛围', '蒸汽朋克', '城市营造', '管理', '模拟', '经济', '基地建设', '资源管理', '殖民模拟', '单人', '建造', '选择取向', '后末日', '即时含暂停', '策略', '生存', '困难']",2018-04-24,2018-04-24,《冰汽时代》是首款以社会生存为题材的游戏。作为世上最后一座城市的管理者，你必须对人民及里面的基础设施进行管理。你将会采取哪种决定来确保你的社会生存下去？当你被推到极限时，会采取什么策略？在此过程中，你将扮演什么角色？,未知,11 bit studios
天穗之咲稻姬,https://store.steampowered.com/app/1356670/_/?snr=1_7_7_7000_150_33,1356670,,,92.0,95.0,[],"['制作', '动漫', '猫', '农业', '狗', '恶魔', '平台游戏', '模拟', '彩色', '动作', '剧情丰富', '第三人称', '单人', '横向滚屏', '清版动作', '女性主角', '农场模拟', '战斗', '困难', '神话']",2020-11-10,2020-11-10,通过种植稻米变强大的和风动作RPG登场！ 画面精美的《天穗之咲稻姬》 以被鬼族支配的“日之惠岛”为舞台，融合了与鬼族战斗时施展的爽快连段攻击以及 深度重现日本传统种稻过程的模拟要素， 是富有特色的和风动作RPG。,未知,XSEED Games
小小梦魇2,https://store.steampowered.com/app/860510/2/?snr=1_7_7_7000_150_33,860510,,,93.0,92.0,[],"['独立', '黑暗', '好评原声音轨', '氛围', '惊悚', '潜行', '平台游戏', '动作', '多人', '2.5D', '单人', '恐怖', '动作冒险', '合作', '心理恐怖', '暴力', '平台解谜', '解谜', '冒险', '剧情丰富']",2021-02-10,2021-02-10,在《小小梦魇2》的悬疑冒险旅途中，您将化身为小男孩摩诺，身处在电波笼罩之下，因此变得扭曲的世界里。 与新结交的朋友小六携手合作，揭发讯号塔暗藏的秘密。,未知,BANDAI NAMCO Entertainment
Underground Garage,https://store.steampowered.com/app/1452250/Underground_Garage/?snr=1_7_7_7000_150_33,1452250,140.0,79.80000000000001,74.0,60.0,[],"['制作', '时间管理', '氛围', '探索', '模拟', '体育', '多人', '第三人称', '驾驶', '单人', '控制器', '开放世界', '竞速', '拟真', '3D', '可模组化', '汽车模拟', '物理', '抢先体验', '剧情丰富']",2024-11-07,2024-11-07,深入《Underground Garage》，体验结合汽车改装和极速驾驶的机械模拟游戏。为每辆车打造专属设计，并在充满挑战的开放世界中测试它们。准备好，开启你的终极汽车冒险之旅！,未知,BeardedBrothers.games
战场的赋格曲2,https://store.steampowered.com/app/2001340/2/?snr=1_7_7_7000_150_33,2001340,,,97.0,97.0,[],"['动漫', '氛围', '情感', '剧情', '模拟', '回合战略', '角色扮演', '单人', '奇幻', '日系角色扮演', '回合制战斗', '可爱', '战术角色扮演', '战争', '回合制', '策略角色扮演', '坦克', '策略', '回合制战术', '剧情丰富']",2023-05-10,2023-05-10,《战场的赋格曲》续作闪亮登场！本作拥有战术性更强的战斗系统、更为惊心动魄的“选择”所造就的行进路线、由各种选择的叠加累积，创造出全新故事的事件系统等，是一款比前作更具战术性、冒险性和故事性的策略RPG！,未知,CyberConnect2
